title,start_date,rating_count,rating_avg,animeId,animeIdx
Detective Conan Movie 10: Requiem of the Detectives,,352,8.52,437,436
Clannad,2007-10-05,4,6.50,438,437
Ashita no Joe,1970-04-01,12,4.00,439,438
Zankyou no Terror,2014-07-11,228,7.89,440,439
Yuusha-Ou GaoGaiGar Final,2000-01-21,30,7.87,441,440
Tsukimonogatari,,30,6.73,442,441
Lupin III: Cagliostro no Shiro,,12,5.00,443,442
Kuroko no Basket Movie 4: Last Game,,29,8.62,444,443
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,,10,5.00,445,444
Gankutsuou,2004-10-06,2,6.00,446,445
Fate/stay night: Unlimited Blade Works Prologue,,8,4.00,447,446
Diamond no Ace,2013-10-06,4,7.00,448,447
Detective Conan Movie 18: The Sniper from Another Dimension,,6,7.33,449,448
Darker than Black: Kuro no Keiyakusha,2007-04-06,12,8.33,450,449
Detective Conan Movie 08: Magician of the Silver Sky,,36,8.67,451,450
Bungou Stray Dogs 3rd Season,2019-04-12,10,8.00,452,451
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,,534,5.57,453,452
Tsubasa: Shunraiki,2009-03-17,6,3.67,454,453
Shoujo Shuumatsu Ryokou,2017-10-06,24,8.67,455,454
Shijou Saikyou no Deshi Kenichi,2006-10-07,14,7.43,456,455
One Piece Movie 14: Stampede,,80,7.60,457,456
Shoujo Kakumei Utena,1997-04-02,8,7.75,458,457
Omoide no Marnie,,18,7.44,459,458
Nanatsu no Taizai: Imashime no Fukkatsu,2018-01-13,16,7.12,460,459
Nagi no Asu kara,2013-10-03,14,5.00,461,460
Mahoutsukai no Yome,2017-10-08,18,8.44,462,461
Kuragehime,2010-10-15,16,5.38,463,462
Kono Subarashii Sekai ni Shukufuku wo!,2016-01-14,44,8.14,464,463
Kaze Tachinu,,10,6.40,465,464
Itsumo Kokoro ni Taiyou wo!,1999-11-02,6,6.67,466,465
Initial D Fourth Stage,2004-04-17,80,8.30,467,466
High Score Girl: Extra Stage,,120,7.13,468,467
Gintama: Shinyaku Benizakura-hen,,72,7.61,469,468
Baccano! Specials,2008-02-27,14,6.29,470,469
Akira,,12,4.67,471,470
Aria The Natural,2006-04-03,22,5.55,472,471
Nodame Cantabile: Paris-hen,2008-10-10,4,7.00,473,472
Seirei no Moribito,2007-04-07,44,8.82,474,473
Mobile Suit Gundam Unicorn,2010-03-12,8,7.00,475,474
Mobile Suit Gundam 00,2007-10-06,30,7.93,476,475
Kotonoha no Niwa,,360,7.94,477,476
Detroit Metal City,2008-08-08,84,6.31,478,477
Ansatsu Kyoushitsu,2015-01-10,105,7.89,479,478
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,,513,5.52,480,479
Uchouten Kazoku 2,2017-04-09,84,7.76,481,480
Nisemonogatari,2012-01-08,54,7.19,482,481
Skip Beat!,2008-10-06,10,7.20,483,482
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,,2,9.00,484,483
Mr. Pen Pen,,4,8.50,485,484
Naruto: Shippuuden,2007-02-15,362,8.87,486,485
Mahoutsukai no Yome: Hoshi Matsu Hito,2016-09-10,28,7.50,487,486
Cardcaptor Sakura,1998-04-07,46,7.91,488,487
Gensei Shugoshin P-hyoro Ikka OVA,,32,8.12,489,488
Yoru wa Mijikashi Arukeyo Otome,,50,8.04,490,489
Non Non Biyori Repeat,2015-07-07,531,5.50,491,490
xxxHOLiC Rou,2010-04-23,8,5.50,492,491
Warau Salesman Tokubetsu Bangumi,1992-12-26,4,8.00,493,492
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,,532,5.34,494,493
Death Parade,2015-01-10,18,7.22,495,494
Asobi Asobase,2018-07-08,8,8.25,496,495
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,,24,6.00,497,496
Kamisama Hajimemashita◎,2015-01-06,2,6.00,498,497
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,2014-04-05,18,4.56,499,498
Hajime no Ippo: Mashiba vs. Kimura,,561,5.59,500,499
Given,2019-07-12,1,2.00,501,500
Dororo,2019-01-07,12,5.67,502,501
Diamond no Ace: Act II,,2,5.00,503,502
Dragon Ball Super Movie: Broly,,518,5.33,504,503
Black Lagoon: The Second Barrage,2006-10-03,6,8.33,505,504
Working!!!: Lord of the Takanashi,,8,7.00,506,505
Space☆Dandy 2nd Season,2014-07-06,10,7.00,507,506
Saiki Kusuo no Ψ-nan: Kanketsu-hen,,10,8.80,508,507
Non Non Biyori Movie: Vacation,,50,8.32,509,508
Kuroshitsuji: Book of Murder,2015-01-28,14,5.14,510,509
Kawaki wo Ameku,,2,6.00,511,510
Fullmetal Alchemist,2003-10-04,192,8.65,512,511
Detective Conan Movie 13: The Raven Chaser,,168,8.50,513,512
Mr. Pen Pen II,,46,6.96,514,513
Angel Beats!,2010-04-03,12,6.33,515,514
One Piece Film: Strong World,,64,9.12,516,515
Major: Message,,12,8.00,517,516
Liz to Aoi Tori,,550,5.46,518,517
Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,,16,8.50,519,518
Katekyo Hitman Reborn!,2006-10-07,6,6.67,520,519
Kuroshitsuji: Book of Circus,2014-07-11,32,6.50,521,520
Kanata no Astra,2019-07-03,58,7.03,522,521
Initial D Final Stage,2014-05-16,280,8.56,523,522
Hunter x Hunter: Greed Island,2003-02-05,6,5.33,524,523
Honoo no Alpenrose: Ai no Symphony Ongaku-hen,,14,8.00,525,524
Gyakkyou Burai Kaiji: Hakairoku-hen,2011-04-06,10,7.00,526,525
Boku no Hero Academia 4th Season,,112,6.71,527,526
Berserk: Ougon Jidai-hen III - Kourin,,54,7.67,528,527
Tsuruhime Ja!,1990-01-09,86,6.88,529,528
Tsuki ga Kirei,2017-04-07,80,7.85,530,529
Sakura-sou no Pet na Kanojo,2012-10-09,24,8.67,531,530
One Piece Film: Z,,32,7.88,532,531
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,2016-10-02,4,6.50,533,532
Mimi wo Sumaseba,,85,7.48,534,533
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,,40,8.40,535,534
High Score Girl II,2019-10-26,12,6.67,536,535
Dragon Ball Z,1989-04-26,18,3.33,537,536
Chihayafuru,2011-10-05,8,6.00,538,537
Bungou Stray Dogs 2nd Season,2016-10-06,22,8.27,539,538
Ballroom e Youkoso,2017-07-09,2,9.00,540,539
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,2015-04-03,12,5.50,541,540
xxxHOLiC Kei,2008-04-04,557,5.49,542,541
Trigun,1998-04-01,80,8.30,543,542
Toki wo Kakeru Shoujo,,14,7.29,544,543
Romeo no Aoi Sora,1995-01-15,8,7.50,545,544
Ouran Koukou Host Club,2006-04-05,8,2.75,546,545
Mobile Suit Gundam: The Origin,2015-04-24,540,5.59,547,546
Major S4,2008-01-05,28,7.50,548,547
InuYasha: Kanketsu-hen,2009-10-04,528,5.53,549,548
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,,42,6.57,550,549
Bakuman.,2010-10-02,16,7.00,551,550
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,,212,8.09,552,551
SKET Dance,2011-04-07,32,7.75,553,552
Sennen Joyuu,,14,4.86,554,553
ReLIFE: Kanketsu-hen,,6,7.00,555,554
Majo no Takkyuubin,,24,5.50,556,555
Little Busters!: Refrain,2013-10-05,4,8.00,557,556
Kuroko no Basket,2012-04-08,16,7.75,558,557
Hinamatsuri,2018-04-06,553,5.65,559,558
Higurashi no Naku Koro ni Kai,2007-07-06,4,7.50,560,559
Fate/stay night: Unlimited Blade Works,2014-10-12,6,7.00,561,560
Tokyo Godfathers,,529,5.33,562,561
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,2018-04-09,18,5.33,563,562
Natsume Yuujinchou Roku Specials,2017-09-27,22,5.36,564,563
Initial D First Stage,1998-04-19,40,7.50,565,564
Hibike! Euphonium 2,2016-10-06,12,7.17,566,565
Gyakkyou Burai Kaiji: Ultimate Survivor,2007-10-03,57,8.18,567,566
Gintama: Shiroyasha Koutan,,18,7.11,568,567
Redline,,88,8.50,569,568
Quanzhi Gaoshou zhi Dianfeng Rongyao,,160,7.95,570,569
Nodame Cantabile: Finale,2010-01-15,2,10.00,571,570
Major: World Series,2011-12-16,168,8.14,572,571
Made in Abyss Movie 2: Hourou Suru Tasogare,,12,7.33,573,572
Kono Sekai no Katasumi ni,,4,5.50,574,573
JoJo no Kimyou na Bouken (TV),2012-10-06,555,5.61,575,574
Hajime no Ippo: Champion Road,,20,5.70,576,575
Ookami to Koushinryou,2008-01-09,6,6.67,577,576
Major S3,2007-01-06,496,8.39,578,577
Hunter x Hunter: Greed Island Final,2004-03-03,12,6.50,579,578
Gintama: Yorinuki Gintama-san on Theater 2D,,10,7.60,580,579
Gin no Saji 2nd Season,2014-01-10,10,8.00,581,580
Fruits Basket 1st Season,2019-04-06,40,8.70,582,581
Danshi Koukousei no Nichijou,2012-01-10,525,5.58,583,582
Banana Fish,2018-07-06,74,7.84,584,583
Planetes,2003-10-04,212,8.60,585,584
Noragami Aragoto,2015-10-03,38,7.47,586,585
Neon Genesis Evangelion,1995-10-04,64,7.66,587,586
Major S1,2004-11-13,22,5.82,588,587
Koukaku Kidoutai,,80,8.70,589,588
K-On! Movie,,6,7.67,590,589
Toradora!,2008-10-02,18,6.56,591,590
Re:Zero kara Hajimeru Isekai Seikatsu,2016-04-04,552,5.44,592,591
No Game No Life,2014-04-09,42,7.43,593,592
Mahou no LumiTear,,2,6.00,594,593
Karakai Jouzu no Takagi-san 2,2019-07-07,2,7.00,595,594
Detective Conan: Episode One - The Great Detective Turned Small,,8,7.00,596,595
Girls & Panzer Movie,,144,7.94,597,596
Kono Subarashii Sekai ni Shukufuku wo! 2,2017-01-12,4,6.50,598,597
Hunter x Hunter: Yorkshin City Kanketsu-hen,2002-01-17,8,6.50,599,598
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,,26,3.54,600,599
Doukyuusei (Movie),,78,7.92,601,600
Boku no Hero Academia,2016-04-03,2,6.00,602,601
Beck,2004-10-07,32,6.94,603,602
Bakemonogatari,2009-07-03,6,9.33,604,603
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",,4,8.50,605,604
Uchuu Senkan Yamato 2199,2012-05-25,18,8.11,606,605
Tsubasa: Tokyo Revelations,2007-11-16,4,6.50,607,606
Stranger: Mukou Hadan,,4,5.50,608,607
Shokugeki no Souma: San no Sara,2017-10-04,6,7.33,609,608
Saiki Kusuo no Ψ-nan: Shidou-hen,,18,4.33,610,609
Quanzhi Gaoshou Specials,2018-04-27,4,6.00,611,610
NHK ni Youkoso!,2006-07-10,2,8.00,612,611
Natsume Yuujinchou Go Specials,2017-03-30,6,9.67,613,612
Kuroshitsuji Movie: Book of the Atlantic,,4,8.00,614,613
Tenkuu no Shiro Laputa,,8,5.00,615,614
Rurouni Kenshin: Meiji Kenkaku Romantan,1996-01-10,6,8.00,616,615
Nodame Cantabile,2007-01-12,54,7.89,617,616
Natsume Yuujinchou,2008-07-08,18,5.44,618,617
Major S6,2010-04-03,10,4.80,619,618
Magi: The Kingdom of Magic,2013-10-06,28,7.21,620,619
Fate/stay night: Unlimited Blade Works 2nd Season,2015-04-05,16,6.88,621,620
Detective Conan Movie 06: The Phantom of Baker Street,,14,7.86,622,621
Shokugeki no Souma: Ni no Sara,2016-07-02,4,7.50,623,622
One Outs,2008-10-08,48,4.42,624,623
Natsume Yuujinchou: Itsuka Yuki no Hi ni,,4,4.50,625,624
Kemono no Souja Erin,2009-01-10,6,4.00,626,625
Diamond no Ace: Second Season,2015-04-06,101,9.13,627,626
Shingeki no Kyojin: Kuinaki Sentaku,2014-12-09,534,5.65,628,627
Sakamichi no Apollon,2012-04-13,8,6.50,629,628
Perfect Blue,,6,4.67,630,629
Natsume Yuujinchou Movie: Utsusemi ni Musubu,,2,10.00,631,630
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,,544,5.47,632,631
Kino no Tabi: The Beautiful World,2003-04-08,8,7.75,633,632
Kingdom 2nd Season,2013-06-08,118,8.27,634,633
Katanagatari,2010-01-26,10,5.60,635,634
Gintama°: Aizome Kaori-hen,2016-08-04,8,4.00,636,635
Evangelion: 2.0 You Can (Not) Advance,,12,6.33,637,636
Steins;Gate: Oukoubakko no Poriomania,,539,5.38,638,637
Shirobako,2014-10-09,522,5.46,639,638
Shelter,,1,3.00,640,639
Ookami to Koushinryou II,2009-07-09,4,10.00,641,640
Mo Dao Zu Shi 2,2019-08-03,2,10.00,642,641
Grand Blue,2018-07-14,542,5.52,643,642
Fate/Zero,2011-10-02,8,9.00,644,643
Cowboy Bebop: Tengoku no Tobira,,12,7.33,645,644
Youjo Senki Movie,,6,9.33,646,645
Mononoke,2007-07-13,546,5.62,647,646
Psycho-Pass,2012-10-12,2,7.00,648,647
Kuroko no Basket 2nd Season,2013-10-06,16,7.62,649,648
Bakemono no Ko,,560,5.57,650,649
Tonari no Totoro,,16,5.75,651,650
Shinsekai yori,2012-09-29,8,8.25,652,651
Shingeki no Kyojin Season 2,2017-04-01,8,8.00,653,652
Promare,,528,5.63,654,653
Mahou Shoujo Madoka★Magica,2011-01-07,6,8.00,655,654
Kizumonogatari I: Tekketsu-hen,,20,7.40,656,655
Kamisama Hajimemashita: Kako-hen,2015-08-20,533,5.63,657,656
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,2019-01-12,104,7.96,658,657
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,2018-10-04,20,6.90,659,658
Cross Game,2009-04-05,535,5.54,660,659
Bakuman. 2nd Season,2011-10-01,2,5.00,661,660
Owarimonogatari,2015-10-04,539,5.55,662,661
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,,543,5.59,663,662
Koukaku Kidoutai: Stand Alone Complex,2002-10-01,8,8.50,664,663
Chihayafuru 2,2013-01-12,18,6.89,665,664
Houseki no Kuni (TV),2017-10-07,26,7.23,666,665
Beastars,2019-10-10,58,7.03,667,666
Pingu in the City,2017-10-07,16,5.50,668,667
Barakamon,2014-07-06,12,6.50,669,668
Baccano!,2007-07-27,38,7.58,670,669
3-gatsu no Lion,2016-10-08,8,7.00,671,670
Major S5,2009-01-10,569,5.44,672,671
Kaze no Tani no Nausicaä,,2,8.00,673,672
Hunter x Hunter,1999-10-16,551,5.38,674,673
Shokugeki no Souma,2015-04-04,6,4.33,675,674
Nana,2006-04-05,2,3.00,676,675
Kuroko no Basket 3rd Season,2015-01-11,2,7.00,677,676
Kara no Kyoukai 7: Satsujin Kousatsu (Kou),,12,7.33,678,677
Yuu☆Yuu☆Hakusho,1992-10-10,2,6.00,679,678
Usagi Drop,2011-07-08,1,6.00,680,679
Kono Oto Tomare! 2nd Season,2019-10-06,4,5.50,681,680
Shingeki no Kyojin,2013-04-07,12,6.83,682,681
Kiseijuu: Sei no Kakuritsu,2014-10-09,529,5.71,683,682
Hellsing Ultimate,2006-02-10,546,5.39,684,683
Ashita no Joe 2,1980-10-13,4,5.50,685,684
Senki Zesshou Symphogear XV,2019-07-07,557,5.20,686,685
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,,40,7.30,687,686
Kenpuu Denki Berserk,1997-10-08,14,7.29,688,687
Hotarubi no Mori e,,2,9.00,689,688
Shingeki no Kyojin Season 3,2018-07-23,18,7.33,690,689
Uchuu Kyoudai,2012-04-01,8,6.50,691,690
Kaze ga Tsuyoku Fuiteiru,2018-10-03,4,7.00,692,691
Dr. Stone,2019-07-05,4,8.00,693,692
Boku dake ga Inai Machi,2016-01-08,32,7.50,694,693
Saiki Kusuo no Ψ-nan,2016-07-04,6,4.67,695,694
Samurai Champloo,2004-05-20,20,7.60,696,695
Nichijou,2011-04-03,520,5.52,697,696
Gintama Movie 1: Shinyaku Benizakura-hen,,526,5.41,698,697
Aria The Origination,2008-01-08,567,5.51,699,698
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,2011-04-15,548,5.57,700,699
No Game No Life: Zero,,562,5.41,701,700
Neon Genesis Evangelion: The End of Evangelion,,542,5.49,702,701
Mob Psycho 100,2016-07-11,544,5.47,703,702
Gintama.: Porori-hen,2017-10-02,6,6.67,704,703
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,,549,5.43,705,704
Slam Dunk,1993-10-16,14,7.14,706,705
Mo Dao Zu Shi,2018-07-09,526,5.46,707,706
One Piece,,2,10.00,708,707
Hotaru no Haka,,32,8.00,709,708
Steins;Gate 0,2018-04-12,90,8.00,710,709
Rainbow: Nisha Rokubou no Shichinin,2010-04-07,557,5.61,711,710
Zoku Owarimonogatari,,8,8.00,712,711
Tenki no Ko,,36,7.17,713,712
Saiki Kusuo no Ψ-nan 2,2018-01-17,2,8.00,714,713
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,,4,5.50,715,714
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,2015-01-10,540,5.55,716,715
Boku no Hero Academia 3rd Season,2018-04-07,544,5.44,717,716
Mushishi: Hihamukage,,4,6.50,718,717
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,,32,9.25,719,718
Kara no Kyoukai 5: Mujun Rasen,,539,5.38,720,719
Shouwa Genroku Rakugo Shinjuu,2016-01-09,377,8.84,721,720
Kimi no Suizou wo Tabetai,,4,7.00,722,721
Zoku Natsume Yuujinchou,2009-01-06,542,5.42,723,722
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,2016-04-02,44,5.36,724,723
Boku no Hero Academia 2nd Season,2017-04-01,4,4.00,725,724
Natsume Yuujinchou Go,2016-10-05,534,5.43,726,725
Ansatsu Kyoushitsu 2nd Season,2016-01-08,536,5.59,727,726
Bakuman. 3rd Season,2012-10-06,533,5.62,728,727
Mushishi Zoku Shou: Suzu no Shizuku,,4,8.50,729,728
Yojouhan Shinwa Taikei,2010-04-23,26,3.15,730,729
Violet Evergarden,2018-01-11,124,8.68,731,730
Sora yori mo Tooi Basho,2018-01-02,58,6.59,732,731
Ping Pong the Animation,2014-04-11,571,5.63,733,732
Natsume Yuujinchou San,2011-07-05,558,5.47,734,733
Hajime no Ippo: Rising,2013-10-06,517,5.48,735,734
Haikyuu!!,2014-04-06,24,5.33,736,735
Fate/Zero 2nd Season,2012-04-08,537,5.65,737,736
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,,18,8.00,738,737
Kizumonogatari II: Nekketsu-hen,,546,5.46,739,738
Suzumiya Haruhi no Shoushitsu,,48,7.08,740,739
Death Note,2006-10-04,56,6.93,741,740
Natsume Yuujinchou Roku,2017-04-12,532,5.51,742,741
Yakusoku no Neverland,2019-01-10,74,6.19,743,742
Natsume Yuujinchou Shi,2012-01-03,6,7.33,744,743
Monster,2004-04-07,536,5.49,745,744
Hajime no Ippo: New Challenger,2009-01-07,64,5.88,746,745
Tengen Toppa Gurren Lagann,2007-04-01,20,5.40,747,746
Ookami Kodomo no Ame to Yuki,,12,6.33,748,747
Mushishi,2005-10-23,2,5.00,749,748
Howl no Ugoku Shiro,,12,7.00,750,749
Great Teacher Onizuka,1999-06-30,12,9.00,751,750
Mushishi Zoku Shou,2014-04-05,10,3.00,752,751
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,2018-10-06,8,7.50,753,752
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,,2,9.00,754,753
Gintama.: Shirogane no Tamashii-hen,2018-01-08,28,7.43,755,754
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,1999-02-20,12,4.67,756,755
Mushishi Zoku Shou 2nd Season,2014-10-19,4,8.50,757,756
Monogatari Series: Second Season,2013-07-07,12,7.50,758,757
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,2018-07-09,132,8.70,759,758
Code Geass: Hangyaku no Lelouch,2006-10-06,2,7.00,760,759
Vinland Saga,2019-07-08,8,3.75,761,760
Hajime no Ippo,2000-10-04,8,6.75,762,761
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,2017-01-07,16,7.62,763,762
Mononoke Hime,,14,8.57,764,763
Cowboy Bebop,1998-04-03,2,7.00,765,764
Koe no Katachi,,4,6.00,766,765
3-gatsu no Lion 2nd Season,2017-10-14,18,7.33,767,766
Ginga Eiyuu Densetsu,1988-01-08,561,5.72,768,767
Gintama',2011-04-04,2,9.00,769,768
Gintama°,2015-04-08,42,7.95,770,769
Shingeki no Kyojin Season 3 Part 2,2019-04-29,2,8.00,771,770
Kimi no Na wa.,,552,5.39,772,771
Hunter x Hunter (2011),2011-10-02,4,7.50,773,772
Steins;Gate,2011-04-06,548,5.48,774,773
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,2004-01-01,548,5.66,775,774
Mushishi Zoku Shou: Odoro no Michi,,10,7.00,776,775
Versailles no Bara,1979-10-10,596,7.93,777,776
Major S2,2005-12-10,543,5.52,778,777
Yuru Camp△,2018-01-04,28,7.43,779,778
Hachimitsu to Clover II,2006-06-30,24,7.33,780,779
Elite Jack!!,2014-08-02,24,7.83,781,780
Detective Conan (TV),,28,7.00,782,781
Durarara!!,2010-01-08,6,7.00,783,782
Persona 3 the Movie 4: Winter of Rebirth,,547,5.48,784,783
xxxHOLiC,2006-04-07,24,7.25,785,784
Yowamushi Pedal,2013-10-08,2,5.00,786,785
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,,533,5.75,787,786
Final Fantasy VII: Advent Children Complete,,116,3.76,788,787
Ginga Sengoku Gunyuuden Rai,1994-04-08,26,6.92,789,788
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,,629,8.10,790,789
Grisaia no Rakuen,2015-04-19,9,3.33,791,790
Suzumiya Haruhi no Yuuutsu,2006-04-03,6,3.33,792,791
Sword Art Online Movie: Ordinal Scale,,24,8.67,793,792
Kidou Keisatsu Patlabor 2 the Movie,,543,5.37,794,793
Shin Mazinger Shougeki! Z-hen,2009-04-04,40,8.50,795,794
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,,546,5.53,796,795
Pokemon: The Origin,,2,5.00,797,796
New Initial D Movie: Legend 2 - Tousou,,10,8.80,798,797
New Initial D Movie: Legend 1 - Kakusei,,8,5.75,799,798
Mobile Suit Gundam,1979-04-07,28,7.07,800,799
Master Keaton OVA,1999-12-21,92,8.09,801,800
Little Witch Academia: Mahoujikake no Parade,,540,5.63,802,801
Kyousou Giga (TV),2013-10-10,541,5.52,803,802
Koutetsujou no Kabaneri Movie 3: Unato Kessen,,535,5.59,804,803
Hanasakeru Seishounen,2009-04-05,540,5.37,805,804
Hadashi no Gen,,541,5.34,806,805
Ie Naki Ko,1977-10-02,16,5.38,807,806
Free!: Take Your Marks,,517,5.41,808,807
Final Fantasy VII: Advent Children,,517,5.66,809,808
Densetsu Kyojin Ideon: Hatsudou-hen,,4,7.00,810,809
D.Gray-man Hallow,2016-07-05,32,6.25,811,810
Claymore,2007-04-04,22,6.27,812,811
Chuunibyou demo Koi ga Shitai!,2012-10-04,600,7.93,813,812
Berserk: Ougon Jidai-hen I - Haou no Tamago,,4,9.00,814,813
BanG Dream! Garupa☆Pico,2018-07-05,6,6.67,815,814
Zhen Hun Jie,2016-04-28,8,5.50,816,815
The Last: Naruto the Movie,,2,6.00,817,816
Tamayura: Sotsugyou Shashin Part 3 - Akogare,,16,6.50,818,817
Saenai Heroine no Sodatekata ♭,2017-04-14,34,6.53,819,818
Rurouni Kenshin DVD-BOX Special Ending,,466,8.83,820,819
Owarimonogatari 2nd Season Recaps,2017-08-12,4,7.50,821,820
Non Non Biyori Repeat: Hotaru ga Tanoshinda,,8,5.25,822,821
New Initial D Movie: Legend 3 - Mugen,,36,9.33,823,822
New Game!!,2017-07-11,4,5.50,824,823
Mobile Suit Gundam SEED,2002-10-05,8,5.50,825,824
Macross F Movie 1: Itsuwari no Utahime,,555,5.34,826,825
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,,28,6.00,827,826
Lupin III vs. Detective Conan,,552,5.64,828,827
Kyoukai no Kanata,2013-10-03,540,5.46,829,828
Kuroko no Basket: Last Game NG-shuu,,32,7.62,830,829
Hug tto! Precure,2018-02-04,28,8.43,831,830
InuYasha: Kuroi Tessaiga,,2,5.00,832,831
Golden Time,2013-10-04,4,7.50,833,832
Dragon Ball Kai,2009-04-05,10,6.60,834,833
City Hunter '91,1991-04-28,2,8.00,835,834
Cardcaptor Sakura: Clear Card-hen,2018-01-07,18,7.44,836,835
Break Blade 3: Kyoujin no Kizu,,16,6.62,837,836
Baka to Test to Shoukanjuu Ni!,2011-07-08,112,4.75,838,837
Watashi no Ashinaga Ojisan,1990-01-04,4,5.50,839,838
Tiger & Bunny Movie 2: The Rising,,14,5.86,840,839
Space Cobra,1982-10-07,26,5.00,841,840
Shiki,2010-07-09,8,7.25,842,841
Shiki Specials,2011-05-25,543,5.50,843,842
Lupin the Third: Mine Fujiko to Iu Onna,2012-04-05,2,6.00,844,843
Lucky☆Star,2007-04-08,46,7.48,845,844
Little Busters!: EX,2014-01-29,44,8.55,846,845
JoJo no Kimyou na Bouken: Phantom Blood,,534,5.46,847,846
Kengan Ashura 2nd Season,,2,1.00,848,847
Jin-Rou,,864,7.71,849,848
Gochuumon wa Usagi Desu ka??: Sing for You,,26,7.54,850,849
Fairy Tail: Final Series,2018-10-07,28,8.57,851,850
Hana yori Dango,1996-09-08,8,7.25,852,851
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,,1077,8.82,853,852
Ueki no Housoku,2005-04-04,8,4.25,854,853
Tantei Gakuen Q,2003-04-15,128,7.81,855,854
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,,90,7.87,856,855
Slayers,1995-04-07,40,7.65,857,856
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,2017-04-11,5,5.00,858,857
Shaman King,2001-07-04,30,6.60,859,858
Ranma ½ OVA,1993-10-21,30,7.07,860,859
Pingu in the City (2018),2018-10-06,80,7.20,861,860
Osomatsu-san Movie,,540,5.54,862,861
KisKis! Wode Nanyou Shi Bohe Tang,,26,6.54,863,862
Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,,2,3.00,864,863
Keroro Gunsou,2004-04-03,2,8.00,865,864
Kami nomi zo Shiru Sekai,2010-10-07,8,5.00,866,865
Hidamari Sketch x SP,2011-10-30,2,8.00,867,866
Haikyuu!!: Lev Genzan!,,4,8.00,868,867
Detective Conan Movie 16: The Eleventh Striker,,6,6.67,869,868
Chi's Sweet Home: Atarashii Ouchi,2009-03-30,34,6.41,870,869
Bungou Stray Dogs,2016-04-07,547,5.56,871,870
Black Jack,1993-12-21,18,8.22,872,871
Yamato Nadeshiko Shichihenge♥,2006-10-04,38,6.32,873,872
Tegamibachi Reverse,2010-10-03,50,8.56,874,873
Sidonia no Kishi: Daikyuu Wakusei Seneki,2015-04-11,535,5.62,875,874
Seto no Hanayome,2007-04-02,18,6.44,876,875
Ranma ½,1989-04-15,748,8.88,877,876
Prison School,2015-07-11,42,7.76,878,877
Oniisama e...,1991-07-14,52,7.42,879,878
One Punch Man Specials,2015-12-24,28,7.43,880,879
Nejimaki Seirei Senki: Tenkyou no Alderamin,2016-07-09,24,3.67,881,880
Mobile Suit Gundam Wing: Endless Waltz,1997-01-25,14,6.43,882,881
Kuroko no Basket 3rd Season NG-shuu,2015-04-24,16,6.88,883,882
Jinrui wa Suitai Shimashita,2012-07-02,14,5.57,884,883
